"Results of the inspection on radioactive materials in fisheries products (press releases in March,2011_September,  2011)",,,,,,,,,,,,,,,,,
"Note: This data sheet is a compilation of individual  test results shown in the corresponding press releases, (in Japanese) by prefectural governments, available  at the website each prefecture or  _",,,,,,,,,,,,,,,,,
http://www.jfa.maff.go.jp/j/kakou/kensa/index.html,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Press release,,Origin,,Sampling date,Item,,Radioactive Caesium (Bq/kg_ Provisional  regulation value for fish Radioactive caesium: 500 Bq/kg,,Radioactive _odine (Bq/kg_ Provisional  regulation value for fish Radioactive iodine: 2000 Bq/kg,,Facility that conducted  the analysis,Radioactive Caesium (Bq/kg_ Provisional  regulation value for fish Radioactive caesium: 500 Bq/kg,Radioactive _odine (Bq/kg_ Provisional  regulation value for fish Radioactive iodine: 2000 Bq/kg,,,
5228,Yokohama City,"6 January,2012",Kanagawa,"Offshore
Yokohama City","6 January,2012",___,"Wakame seaweed
(Undaria pinnatifida)",,1.1,Not detectable,,"Yokohama City Institute of Public
Health",1.1,ND,s,s,
5443,Yokohama City,"20 January,2012",Kanagawa,"Offshore
Yokohama City","18 January,2012",___,"Wakame seaweed
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Yokohama City Institute of Public
Health",ND,ND,s,s,
5511,Kanagawa,"23 January,2012",Kanagawa,Chigasaki City (Chigasaki Fishing Port),"18 January,2012",___,"Wakame seaweed
(Undaria pinnatifida)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
5858,Kanagawa,"30 January,2012",Kanagawa,Miura City (Kaneda Fishing Port),"25 January,2012",_______,"Wakame seaweed
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",ND,ND,s,s,
6125,Kanagawa,"9 February,2012",Kanagawa,Kamakura City (Shore of Kamakura),"6 February,2012",___,"Wakame seaweed
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
6415,Fukushima,"15 February,2012",Fukushima,Iwaki City,"12 February,2012",_______,"Wakame seaweed
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,s,
6673,Kanagawa,"23 February,2012",Kanagawa,Zushi City (Kotsubo Fishing Port),"20 February,2012",_______,"Wakame seaweed
(Undaria pinnatifida)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
6698,Chiba,"24 February,2012",Chiba,Kaneya cultivation area,"20 February,2012",___,"Wakame seaweed
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",ND,ND,s,s,
6998,Yokohama City,"27 February,2012",Kanagawa,"Offshore
Yokohama City","20 February,2012",___,"Wakame seaweed
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Yokohama City Institute of Public
Health",ND,ND,s,s,
7277,Yokohama City,"8 March,2012",Kanagawa,"Offshore
Yokohama City","7 March,2012",___,"Wakame seaweed
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Yokohama City Institute of Public
Health",ND,ND,s,s,
7488,Fukushima,"14 March,2012",Fukushima,Iwaki City,"5 March,2012",_______,"Wakame seaweed
(Undaria pinnatifida)",,12,Not detectable,,"Fukushima Agricultural Technology
Centre",12,ND,s,s,
7881,Kanagawa,"23 March,2012",Kanagawa,Kamakura City (Koshigoe Fishing Port),"15 March,2012",___,"Wakame seaweed
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",ND,ND,s,s,
7971,Ibaraki,"23 March,2012",Ibaraki,"Shore of
Hitachi City","21 March,2012",___,"Wakame seaweed
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",ND,ND,s,s,
8185,Fukushima,"28 March,2012",Fukushima,Iwaki City,"22 March,2012",_______,"Wakame seaweed
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,s,
8327,Ibaraki,"28 March,2012",Ibaraki,"Shore of
Kita-ibaraki City","22 March,2012",___,"Wakame seaweed
(Undaria pinnatifida)",,1,Not detectable,,Private inspection facility,1,ND,s,s,
8328,Ibaraki,"28 March,2012",Ibaraki,"Shore of
Hitachinaka City","22 March,2012",___,"Wakame seaweed
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8419,Ibaraki,"30 March,2012",Ibaraki,"Shore of
Hitachi City","26 March,2012",___,"Wakame seaweed
(Undaria pinnatifida)",,1.6,Not detectable,,Japan Chemical Analysis Center,1.6,ND,s,s,
8420,Ibaraki,"30 March,2012",Ibaraki,"Shore of
Hitachi City","27 March,2012",___,"Wakame seaweed
(Undaria pinnatifida)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
8421,Ibaraki,"30 March,2012",Ibaraki,"Shore of
Hitachi City","27 March,2012",___,"Wakame seaweed
(Undaria pinnatifida)",,1.6,Not detectable,,Private inspection facility,1.6,ND,s,s,
481,National Federation of Fisheries Co- operative Associations,"2 June, 2011",Iwate,"Hirono Town, Kunohe-gun (Okonaihama)","16 May, 2011","_______
_______","Wakame seaweed
(Undaria pinnatifida) (boiled and salted) (processed)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
487,National Federation of Fisheries Co- operative Associations,"2 June, 2011",Iwate,"Omoe, Miyako City","21 May, 2011","_______
_______","Wakame seaweed
(Undaria pinnatifida) (boiled and salted) (processed)",Not detectable,,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",ND,ND,s,s,
605,National Federation of Fisheries Co- operative Associations,"15 June, 2011",Iwate,Kuji City (Kuki),"8 June, 2011","_______
_______","Wakame seaweed
(Undaria pinnatifida) (boiled and salted) (processed)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
4611,Miyagi,"7 December,2011",Miyagi,Matsushima Bay,"5 December,2011",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Tohoku University,ND,ND,s,s,
4949,Miyagi,"21 December,2011",Miyagi,Offshore Utatsu,"13 December,2011",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",ND,ND,s,s,
5489,Miyagi,"20 January,2012",Miyagi,Ishinomaki Bay,"17 January,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Agriculture,  Forestry and Fisheries
Department, Miyagi prefecture",ND,ND,s,s,
5490,Miyagi,"20 January,2012",Miyagi,Matsushima Bay,"18 January,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Agriculture,  Forestry and Fisheries
Department, Miyagi prefecture",ND,ND,s,s,
5680,Miyagi,"27 January,2012",Miyagi,Kesennuma Bay,"21 January,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",,0.54,Not detectable,,"Japan Frozen Foods Inspection
Corporation",0.54,ND,s,s,
5681,Miyagi,"27 January,2012",Miyagi,Kesennuma Bay,"21 January,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",ND,ND,s,s,
5682,Miyagi,"27 January,2012",Miyagi,Shizugawa] Bay,"21 January,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",ND,ND,s,s,
5683,Miyagi,"27 January,2012",Miyagi,Shizugawa] Bay,"21 January,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",ND,ND,s,s,
5684,Miyagi,"27 January,2012",Miyagi,Ishinomaki Bay,"20 January,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",ND,ND,s,s,
5859,Kanagawa,"30 January,2012",Kanagawa,Miura City (Kaneda Fishing Port),"25 January,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",ND,ND,s,s,
6096,National Federation of Fisheries Co- operative Associations,"27 December,2011",Miyagi,"Motoyoshi Town, Kesennuma City","13 December,2011",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
6097,National Federation of Fisheries Co- operative Associations,"27 December,2011",Miyagi,"Minami-sanriku Town,Motoyoahi- Gun","14 December,2011",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
6098,National Federation of Fisheries Co- operative Associations,"27 December,2011",Miyagi,"Obuchihama, Ishinomaki City","14 December,2011",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
6099,"National Federation of Fisheries Co-
operative
Associations","27 December,2011",Miyagi,"Kitakami Town, Ishinomaki City","14 December,2011",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
6102,National Federation of Fisheries Co- operative Associations,"20 January,2012",Iwate,"Otomo Town, Rikuzen-takata City",-,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
6103,National Federation of Fisheries Co- operative Associations,"20 January,2012",Iwate,"Taro,Miyako City",-,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
6104,"National
Federation of Fisheries Co- operative Associations","20 January,2012",Iwate,"Noda Village, Kunohe-Gun",-,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
6105,National Federation of Fisheries Co- operative Associations,"20 January,2012",Iwate,"Otomo Town, Rikuzen-takata City",-,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
6106,National Federation of Fisheries Co- operative Associations,"20 January,2012",Iwate,"Matsusaki Town, Ofunato City",-,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
6107,National Federation of Fisheries Co- operative Associations,"20 January,2012",Iwate,"Yamada Town, Shimohei-Gun",-,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
6108,National Federation of Fisheries Co- operative Associations,"20 January,2012",Iwate,"Sanriku Town, Ofunato City",-,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
6109,"National
Federation of
Fisheries Co- operative Associations","20 January,2012",Iwate,"Omoe,Miyako City",-,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
6110,National Federation of Fisheries Co- operative Associations,"20 January,2012",Iwate,"Noda Village, Kunohe-Gun",-,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
6111,National Federation of Fisheries Co- operative Associations,"20 January,2012",Iwate,"Otomo Town, Rikuzen-takata City",-,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
6113,National Federation of Fisheries Co- operative Associations,"6 February,2012",Miyagi,"Kitakami Town, Ishinomaki City","23 January,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
6114,"National
Federation of Fisheries Co- operative Associations","6 February,2012",Miyagi,Shiogama City,"23 January,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
6115,National Federation of Fisheries Co- operative Associations,"6 February,2012",Miyagi,"Karakuwa Town, Kesennuma City","28 January,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
6116,National Federation of Fisheries Co- operative Associations,"6 February,2012",Miyagi,"Motoyoshi Town, Kesennuma City","28 January,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
6126,Kanagawa,"9 February,2012",Kanagawa,Kamakura City (Shore of Kamakura),"6 February,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
6127,Kanagawa,"9 February,2012",Kanagawa,Odawara City (Odawara Fishing Port),"6 February,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
6210,Miyagi,"10 February,2012",Miyagi,"Shore of Ogatsu,Ishinomaki City","7 February,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Agriculture,  Forestry and Fisheries
Department, Miyagi prefecture",ND,ND,s,s,
6476,Miyagi,"17 February,2012",Miyagi,Ishinomaki Bay,"14 February,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Agriculture,  Forestry and Fisheries
Department, Miyagi prefecture",ND,ND,s,s,
6505,Akita,"21 February,2012",Akita,"Toga_Bay, Oga City","20 February,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Akita Research Center for Public Health and Environment,ND,ND,s,s,
6674,Kanagawa,"23 February,2012",Kanagawa,Zushi City (Kotsubo Fishing Port),"20 February,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
6675,Kanagawa,"23 February,2012",Kanagawa,"Hayama Town
(Hayama Port)","20 February,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
7019,Kanagawa,"2 March,2012",Kanagawa,Yokosuka City (Sajima Fishing Port),"27 February,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",ND,ND,s,s,
7052,Miyagi,"2 March,2012",Miyagi,"Offshore
Oginohana","27 February,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Agriculture,  Forestry and Fisheries
Department, Miyagi prefecture",ND,ND,s,s,
7080,Iwate,"2 March,2012",Iwate,"Offshore
Miyako City","26 February,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",ND,ND,s,s,
7271,Kanagawa,"8 March,2012",Kanagawa,Fujisawa City (Katase Fishing Port),"4 March,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",ND,ND,s,s,
8440,National Federation of Fisheries Co- operative Associations,"13 February,2012",Miyagi,"Matsuzaki, Kesennuma City","25 January,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8441,National Federation of Fisheries Co- operative Associations,"13 February,2012",Miyagi,"Motoyoshi, Kesennuma City","2 February,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8442,National Federation of Fisheries Co- operative Associations,"13 February,2012",Miyagi,"Nagaiso, Kesennuma City","2 February,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8443,National Federation of Fisheries Co- operative Associations,"13 February,2012",Miyagi,"Karakuwa Town, Kesennuma City","2 February,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8444,National Federation of Fisheries Co- operative Associations,"13 February,2012",Miyagi,"Obuchihama, Ishinomaki City","3 February,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8445,National Federation of Fisheries Co- operative Associations,"13 February,2012",Miyagi,"Yoshidahama, Shichigahama Town,
Miyagi-gun","3 February,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8446,National Federation of Fisheries Co- operative Associations,"13 February,2012",Miyagi,"Shizugawa, Sanriku Town, Motoyoshi-gun","3 February,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8447,National Federation of Fisheries Co- operative Associations,"13 February,2012",Miyagi,"Utatsu, Sanriku Town, Motoyoshi-gun","3 February,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8448,National Federation of Fisheries Co- operative Associations,"13 February,2012",Miyagi,"Jyusan-hama, Kitakami Town, Ishinomaki City","3 February,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8449,National Federation of Fisheries Co- operative Associations,"13 February,2012",Iwate,"Hiroda Town, Rikuzen-takata City","27 January,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8450,National Federation of Fisheries Co- operative Associations,"13 February,2012",Iwate,"Okirai, Sanriku Town, Ofunato City","8 February,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8451,National Federation of Fisheries Co- operative Associations,"13 February,2012",Iwate,"Noda Village, Knohe-Gun","8 February,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8452,National Federation of Fisheries Co- operative Associations,"16 February,2012",Mie,Momotori,"11 February,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Food Analysis Technology Center,ND,ND,s,s,
8453,National Federation of Fisheries Co- operative Associations,"16 February,2012",Mie,Toshi,"12 February,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Food Analysis Technology Center,ND,ND,s,s,
8454,National Federation of Fisheries Co- operative Associations,"16 February,2012",Mie,Waguura,"12 February,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Food Analysis Technology Center,ND,ND,s,s,
8455,National Federation of Fisheries Co- operative Associations,"20 February,2012",Miyagi,"Tajiri, Kesennuma City","14 February,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8456,National Federation of Fisheries Co- operative Associations,"20 February,2012",Miyagi,"Motoyoshi, Kesennuma City","14 February,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8457,National Federation of Fisheries Co- operative Associations,"20 February,2012",Miyagi,"Utatsu, Sanriku Town, Motoyoshi-gun","14 February,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8458,National Federation of Fisheries Co- operative Associations,"20 February,2012",Miyagi,"Tokura, Minami-sanriku Town, Motoyoshi-gun","14 February,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8463,National Federation of Fisheries Co- operative Associations,"22 February,2012",Miyagi,"Matsuzaki, Kesennuma City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8464,National Federation of Fisheries Co- operative Associations,"22 February,2012",Miyagi,"Matsuzaki, Kesennuma City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8465,National Federation of Fisheries Co- operative Associations,"22 February,2012",Miyagi,"Karakuwa Town, Kesennuma City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8466,National Federation of Fisheries Co- operative Associations,"22 February,2012",Miyagi,"Nagaiso, Kesennuma City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8467,National Federation of Fisheries Co- operative Associations,"22 February,2012",Miyagi,"Motoyoshi, Kesennuma City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8468,National Federation of Fisheries Co- operative Associations,"22 February,2012",Miyagi,"Utatsu, Sanriku Town, Motoyoshi-gun",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8469,National Federation of Fisheries Co- operative Associations,"22 February,2012",Miyagi,"Shizugawa, Sanriku Town, Motoyoshi-gun",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8470,National Federation of Fisheries Co- operative Associations,"22 February,2012",Miyagi,"Obuchihama, Ishinomaki City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8471,National Federation of Fisheries Co- operative Associations,"22 February,2012",Miyagi,"Jyusan-hama, Kitakami Town, Ishinomaki City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8472,National Federation of Fisheries Co- operative Associations,"22 February,2012",Miyagi,"Kisunezaki-hama, Ishinomaki City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8484,National Federation of Fisheries Co- operative Associations,"1 March,2012",Iwate,"Fudai Village, Shimohei-Gun",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8485,National Federation of Fisheries Co- operative Associations,"1 March,2012",Iwate,"Hakozaki Town, Kamaishi City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8486,National Federation of Fisheries Co- operative Associations,"1 March,2012",Iwate,"Matsusaki Town, Ofunato City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8487,National Federation of Fisheries Co- operative Associations,"1 March,2012",Iwate,"Funakoshi, Yamada Town, Shimohei-Gun",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8488,National Federation of Fisheries Co- operative Associations,"1 March,2012",Iwate,"Omoto, Iwaizumi Town, Shimonohei-Gun",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8489,National Federation of Fisheries Co- operative Associations,"1 March,2012",Iwate,"Hiroda Town, Rikuzen-takata City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8490,National Federation of Fisheries Co- operative Associations,"1 March,2012",Iwate,"Ryori, Sanriku Town, Ofunato City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8491,National Federation of Fisheries Co- operative Associations,"1 March,2012",Iwate,"Toni Town, Kamaishi City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8492,National Federation of Fisheries Co- operative Associations,"1 March,2012",Iwate,"Omoe, Miyako City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8499,National Federation of Fisheries Co- operative Associations,"7 March,2012",Miyagi,"Karakuwa Town, Kesennuma City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8500,National Federation of Fisheries Co- operative Associations,"7 March,2012",Miyagi,"Tajiri, Kesennuma City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8501,National Federation of Fisheries Co- operative Associations,"7 March,2012",Miyagi,"Motoyoshi, Kesennuma City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8502,National Federation of Fisheries Co- operative Associations,"7 March,2012",Miyagi,"Utatsu, Sanriku Town, Motoyoshi-gun",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8503,National Federation of Fisheries Co- operative Associations,"7 March,2012",Miyagi,"Shizugawa, Sanriku Town, Motoyoshi-gun",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8507,National Federation of Fisheries Co- operative Associations,"7 March,2012",Miyagi,"Jyusan-hama, Kitakami Town, Ishinomaki City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8518,National Federation of Fisheries Co- operative Associations,"19 March,2012",Iwate,"Hiroda Town, Rikuzen-takata City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8519,National Federation of Fisheries Co- operative Associations,"19 March,2012",Iwate,"Matsusaki Town, Ofunato City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8520,National Federation of Fisheries Co- operative Associations,"19 March,2012",Iwate,"Ryori, Sanriku Town, Ofunato City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
